layer,measurement,measurement_label,site,peak_abs_z,peak_z_ci_lower_abs,peak_timepoint,clinical_flagged_count,concordance_class,signal_score,rank_overall,rank_within_layer
microbial,K20548,"3,6-anhydro-alpha-L-galactose dehydrogenase [EC:1.2.1.92]",NAC,28.04236685512175,23.991761301950515,R+1,0,ambiguous,19.19340904156041,183,104
microbial,K07491,REP-associated tyrosine transposase,ORC,18.719231228853022,15.98376889152181,R+1,0,concordant,19.18052266982617,184,79
microbial,K01808,ribose 5-phosphate isomerase B [EC:5.3.1.6],NAC,18.155797924893193,15.935261868908242,R+1,0,concordant,19.12231424268989,185,105
microbial,K03530,DNA-binding protein HU-beta,ORC,19.701590095547807,19.09439649091724,R+82,0,idiosyncratic,19.09439649091724,186,80
microbial,K07213,copper chaperone,NAC,27.704108705866286,23.814018200079126,R+45,0,ambiguous,19.0512145600633,187,106
microbial,K00651,homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31],ORC,22.17593843109939,18.91515001397651,R+1,0,idiosyncratic,18.91515001397651,188,81
microbial,K07095,uncharacterized protein,ORC,17.377051462950885,15.692098131408185,R+1,0,concordant,18.830517757689822,189,82
microbial,K12574,ribonuclease J [EC:3.1.-.-],ORC,15.999854938673936,15.685492409173433,R+1,0,concordant,18.82259089100812,190,83
microbial,K06960,uncharacterized protein,ORC,18.06534243714541,15.665393862388417,R+1,0,concordant,18.798472634866098,191,84
microbial,K13283,ferrous-iron efflux pump FieF,NAC,27.384022278496037,23.42905299348915,R+1,0,ambiguous,18.74324239479132,192,107
microbial,K01056,"peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]",NAC,25.777863723254033,23.327005726035086,R+1,0,ambiguous,18.66160458082807,193,108
microbial,K02959,small subunit ribosomal protein S16,ORC,20.53008879008243,18.618001940099624,R+82,0,idiosyncratic,18.618001940099624,194,85
microbial,K03498,trk/ktr system potassium uptake protein,ORC,21.42522246794814,18.579036189810456,R+82,0,idiosyncratic,18.579036189810456,195,86
microbial,K00851,gluconokinase [EC:2.7.1.12],NAC,26.811427512499623,23.155057464146353,R+1,0,ambiguous,18.524045971317083,196,109
microbial,K02982,small subunit ribosomal protein S3,NAC,18.093944531029866,15.435176802525895,R+1,0,concordant,18.522212163031075,197,110
microbial,K20836,ginsenosidase type III [EC:3.2.1.191],ORC,16.301059097934278,15.350340347769958,R+1,0,concordant,18.420408417323948,198,87
microbial,K03046,DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6],ORC,26.749502840237277,23.025171536972685,R+1,0,ambiguous,18.42013722957815,199,88
microbial,K01768,adenylate cyclase [EC:4.6.1.1],NAC,26.437253383207107,22.867409208767256,R+1,0,ambiguous,18.293927367013804,200,111
microbial,K07742,uncharacterized protein,NAC,26.687766126076138,22.85881857360683,R+1,0,ambiguous,18.287054858885465,201,112
microbial,K21018,fumonisin B1 esterase [EC:3.1.1.87],NAC,25.34649630119827,22.80916892359654,R+1,0,ambiguous,18.247335138877233,202,113
microbial,K01720,2-methylcitrate dehydratase [EC:4.2.1.79],NAC,25.810096980549957,22.726484349471143,R+1,0,ambiguous,18.181187479576916,203,114
microbial,K20849,"fructan beta-(2,6)-fructosidase [EC:3.2.1.154]",ORC,16.391006357101407,15.05264559262031,R+1,0,concordant,18.06317471114437,204,89
microbial,K06942,ribosome-binding ATPase,NAC,23.942740888014917,22.576667223036974,R+1,0,ambiguous,18.06133377842958,205,115
microbial,K02564,glucosamine-6-phosphate deaminase [EC:3.5.99.6],NAC,17.155535619341983,15.050483961451551,R+1,0,concordant,18.06058075374186,206,116
microbial,K01885,glutamyl-tRNA synthetase [EC:6.1.1.17],NAC,23.4292164993909,22.57176449913847,R+1,0,ambiguous,18.05741159931078,207,117
microbial,K15977,putative oxidoreductase,NAC,25.045866515442444,22.53564470817024,R+1,0,ambiguous,18.02851576653619,208,118
microbial,K00705,4-alpha-glucanotransferase [EC:2.4.1.25],ORC,17.662813106720485,15.008381490230823,R+1,0,concordant,18.01005778827699,209,90
microbial,K02495,oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3],NAC,17.661705086429716,15.004123202743855,R+82,0,concordant,18.004947843292626,210,119
microbial,K03152,protein deglycase [EC:3.5.1.124],ORC,20.233209580222066,17.99987672297654,R+1,0,idiosyncratic,17.99987672297654,211,91
microbial,K06213,magnesium transporter,NAC,25.793900585213226,22.474307365449636,R+1,0,ambiguous,17.97944589235971,212,120
microbial,K01641,hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10],ORC,18.31806129059143,17.94720947922176,R+82,0,idiosyncratic,17.94720947922176,213,92
microbial,K00384,thioredoxin reductase (NADPH) [EC:1.8.1.9],NAC,26.167646287798576,22.417636869186406,R+1,0,ambiguous,17.934109495349126,214,121
microbial,K00003,homoserine dehydrogenase [EC:1.1.1.3],ORC,20.287891671065076,17.834530213798306,R+1,0,idiosyncratic,17.834530213798306,215,93
microbial,K21175,"2-amino-4-deoxychorismate synthase, glutamine amidotransferase component [EC:2.6.1.86]",NAC,24.37051603468198,22.186955648187567,R+82,0,ambiguous,17.749564518550056,216,122
microbial,K03110,fused signal recognition particle receptor,ORC,19.67752158036698,17.73065855890241,R+82,0,idiosyncratic,17.73065855890241,217,94
microbial,K06949,ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100],NAC,17.331018859879023,14.761971004945652,R+1,0,concordant,17.714365205934783,218,123
microbial,K01784,UDP-glucose 4-epimerase [EC:5.1.3.2],NAC,23.07588579141555,22.11223337588303,R+1,0,ambiguous,17.689786700706424,219,124
microbial,K03713,"MerR family transcriptional regulator, glutamine synthetase repressor",ORC,17.850284255942654,17.689026728389393,R+82,0,idiosyncratic,17.689026728389393,220,95
microbial,K02563,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227],ORC,19.767856793538005,17.66732406180845,R+82,0,idiosyncratic,17.66732406180845,221,96
microbial,K02122,V/A-type H+/Na+-transporting ATPase subunit F,ORC,15.867345482072675,14.642496000690382,R+1,0,concordant,17.57099520082846,222,97
microbial,K01552,energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-],ORC,15.110753857202852,14.623112671513077,R+1,0,concordant,17.54773520581569,223,98
microbial,K21471,peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-],NAC,15.792642466716337,14.601605314592495,R+1,0,concordant,17.521926377510994,224,125
microbial,K04751,nitrogen regulatory protein P-II 1,NAC,25.108114581389298,21.890695035405187,R+1,0,ambiguous,17.512556028324152,225,126
microbial,K03311,"branched-chain amino acid:cation transporter, LIVCS family",NAC,17.175357822161324,14.588204774168789,R+1,0,concordant,17.505845729002544,226,127
microbial,K20321,mutacin IV,ORC,15.732427370816982,14.577624004247028,R+1,0,concordant,17.493148805096432,227,99
microbial,K02119,V/A-type H+/Na+-transporting ATPase subunit C,ORC,16.09059361507269,14.571076646591226,R+1,0,concordant,17.485291975909472,228,100
microbial,K10914,"CRP/FNR family transcriptional regulator, cyclic AMP receptor protein",NAC,21.941872395218688,21.84081518990004,R+1,0,ambiguous,17.472652151920034,229,128
microbial,K23264,phosphoribosylformylglycinamidine synthase subunit PurS [EC:6.3.5.3],NAC,24.89758634856247,21.776531046203825,R+1,0,ambiguous,17.42122483696306,230,129
microbial,K02970,small subunit ribosomal protein S21,ORC,20.362964485317395,17.38664588143078,R+82,0,idiosyncratic,17.38664588143078,231,101
microbial,K03529,chromosome segregation protein,ORC,15.840405252323674,14.48614538016637,R+1,0,concordant,17.383374456199643,232,102
microbial,K04756,lipoyl-dependent peroxiredoxin subunit D [EC:1.11.1.28],NAC,22.925397067240656,21.717081068662882,R+1,0,ambiguous,17.373664854930308,233,130
microbial,K03499,trk/ktr system potassium uptake protein,ORC,17.910350480519316,17.33525506476839,R+82,0,idiosyncratic,17.33525506476839,234,103
microbial,K02770,fructose PTS system EIIBC or EIIC component [EC:2.7.1.202],ORC,18.87978127183529,17.32921516480516,R+1,0,idiosyncratic,17.32921516480516,235,104
microbial,K07139,uncharacterized protein,ORC,16.05422819764611,14.41059148537706,R+1,0,concordant,17.29270978245247,236,105
microbial,K02906,large subunit ribosomal protein L3,NAC,16.92303012481965,14.373962495259565,R+1,0,concordant,17.24875499431148,237,131
microbial,K00297,methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54],NAC,24.750845679426426,21.52442047816532,R+1,0,ambiguous,17.219536382532258,238,132
microbial,K03043,DNA-directed RNA polymerase subunit beta [EC:2.7.7.6],ORC,19.231261510491393,17.208041774347038,R+82,0,idiosyncratic,17.208041774347038,239,106
microbial,K00626,acetyl-CoA C-acetyltransferase [EC:2.3.1.9],NAC,22.947612460162006,21.453574297161076,R+1,0,ambiguous,17.162859437728862,240,133
microbial,K03324,phosphate:Na+ symporter,ORC,24.939807502893782,21.431053659732456,R+1,0,ambiguous,17.144842927785966,241,107
microbial,K16653,decaprenylphospho-beta-D-ribofuranose 2-oxidase [EC:1.1.98.3],NAC,23.76586100186256,21.42938577168453,R+1,0,ambiguous,17.143508617347624,242,134
microbial,K06221,"2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]",NAC,22.460025118021072,21.398592324048778,R+1,0,ambiguous,17.118873859239024,243,135
microbial,K04043,molecular chaperone DnaK,ORC,24.88262332925066,21.3699507255862,R+1,0,ambiguous,17.09596058046896,244,108
microbial,K03086,RNA polymerase primary sigma factor,ORC,18.574074744062056,17.04639856452893,R+82,0,idiosyncratic,17.04639856452893,245,109
microbial,K04078,chaperonin GroES,NAC,15.115203085801811,14.189818916270465,R+1,0,concordant,17.027782699524558,246,136
microbial,K02341,DNA polymerase III subunit delta' [EC:2.7.7.7],NAC,22.868708027361123,21.275952145750892,R+1,0,ambiguous,17.020761716600713,247,137
microbial,K01479,formiminoglutamase [EC:3.5.3.8],NAC,22.587408780658834,21.2201916420808,R+1,0,ambiguous,16.97615331366464,248,138
microbial,K01092,myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25],NAC,22.427967823593555,21.211840375033525,R+1,0,ambiguous,16.96947230002682,249,139
microbial,K12924,taxane 10beta-hydroxylase [EC:1.14.14.105],NAC,23.875622689057387,21.197719966672167,R+1,0,ambiguous,16.958175973337735,250,140
microbial,K00948,ribose-phosphate pyrophosphokinase [EC:2.7.6.1],NAC,14.764613254739414,14.121564641053812,R+1,0,concordant,16.945877569264574,251,141
microbial,K00053,ketol-acid reductoisomerase [EC:1.1.1.86],NAC,24.653042345503707,21.149080422051355,R+1,0,ambiguous,16.919264337641085,252,142
microbial,K10834,heme transport system ATP-binding protein [EC:7.6.2.5],NAC,23.31931366196837,21.056845119158552,R+1,0,ambiguous,16.84547609532684,253,143
microbial,K03168,DNA topoisomerase I [EC:5.6.2.1],NAC,24.461814163545863,20.990970515890982,R+1,0,ambiguous,16.792776412712787,254,144
microbial,K13306,dTDP-4-dehydro-6-deoxyglucose reductase [EC:1.1.1.266],ORC,17.0268303721268,16.779672567894558,R+82,0,idiosyncratic,16.779672567894558,255,110
microbial,K07322,regulator of cell morphogenesis and NO signaling,NAC,22.675621260489034,20.92857665810389,R+1,0,ambiguous,16.742861326483112,256,145
microbial,K04096,DNA processing protein,NAC,15.564296855578736,13.936046934699233,R+1,0,concordant,16.723256321639077,257,146
microbial,K09815,zinc transport system substrate-binding protein,ORC,16.963061236215452,16.637710663073083,R+1,0,idiosyncratic,16.637710663073083,258,111
microbial,K20253,"LuxR family transcriptional regulator, quorum-sensing system regulator BisR",NAC,22.3454787083254,20.793484111551066,R+1,0,ambiguous,16.634787289240855,259,147
microbial,K03601,exodeoxyribonuclease VII large subunit [EC:3.1.11.6],ORC,16.128976136733083,13.847473016735922,R+1,0,concordant,16.616967620083106,260,112
microbial,K01726,gamma-carbonic anhydrase [EC:4.2.1.-],NAC,23.882950234269163,20.744671011299154,R+1,0,ambiguous,16.595736809039323,261,148
microbial,K01925,UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9],ORC,17.397657063504468,16.585551018517435,R+82,0,idiosyncratic,16.585551018517435,262,113
microbial,K08281,nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-],NAC,16.29843014303743,13.817322033159314,R+1,0,concordant,16.580786439791176,263,149
microbial,K02030,polar amino acid transport system substrate-binding protein,ORC,16.7944657545786,16.56327462075595,R+82,0,idiosyncratic,16.56327462075595,264,114
microbial,K07084,putative amino acid transporter,NAC,22.75598077034456,20.702781584461192,R+1,0,ambiguous,16.562225267568955,265,150
microbial,K01889,phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20],ORC,18.983455098129312,16.536106507360724,R+82,0,idiosyncratic,16.536106507360724,266,115
microbial,K05835,threonine efflux protein,NAC,24.149509058359694,20.62106658852201,R+1,0,ambiguous,16.496853270817606,267,151
microbial,K20469,putative heme transporter,NAC,23.094348834580565,20.587981621422966,R+1,0,ambiguous,16.470385297138375,268,152
microbial,K00939,adenylate kinase [EC:2.7.4.3],NAC,23.848761221511275,20.584234503701648,R+1,0,ambiguous,16.46738760296132,269,153
microbial,K03307,"solute:Na+ symporter, SSS family",ORC,16.09045886573005,13.694181293330324,R+1,0,concordant,16.43301755199639,270,116
microbial,K03637,cyclic pyranopterin monophosphate synthase [EC:4.6.1.17],NAC,23.51993202200569,20.541014515223807,R+1,0,ambiguous,16.432811612179048,271,154
microbial,K09698,nondiscriminating glutamyl-tRNA synthetase [EC:6.1.1.24],ORC,15.238295889320433,13.675033875769314,R+1,0,concordant,16.410040650923175,272,117
microbial,K14059,integrase,ORC,15.59927076617184,13.611454627173325,R+1,0,concordant,16.33374555260799,273,118
microbial,K00088,IMP dehydrogenase [EC:1.1.1.205],ORC,13.968738004078675,13.608842164044427,R+82,0,concordant,16.33061059685331,274,119
microbial,K10623,HOMODA hydrolase [EC:3.7.1.-],NAC,21.55386225354174,20.393962284307726,R+1,0,ambiguous,16.31516982744618,275,155
microbial,K23630,"MFS transporter, MCT family, aspergillic acid transporter",NAC,23.769871664259128,20.302416953686834,R+1,0,ambiguous,16.241933562949466,276,156
microbial,K03781,catalase [EC:1.11.1.6],NAC,15.238370651518112,13.527080433938014,R+1,0,concordant,16.232496520725615,277,157
microbial,K01819,galactose-6-phosphate isomerase [EC:5.3.1.26],ORC,16.75902555611348,16.207583837581485,R+82,0,idiosyncratic,16.207583837581485,278,120
microbial,K03217,YidC/Oxa1 family membrane protein insertase,NAC,23.52235008809485,20.227907728120883,R+1,0,ambiguous,16.182326182496706,279,158
microbial,K07284,sortase A [EC:3.4.22.70],NAC,23.563222862008633,20.227419014960986,R+1,0,ambiguous,16.18193521196879,280,159
microbial,K07733,prophage regulatory protein,NAC,21.533259337014982,20.161247389183107,R+1,0,ambiguous,16.128997911346485,281,160
microbial,K20592,SAM-dependent 3''-N-methyltransferase [EC:2.1.1.-],NAC,23.12956339519019,20.143030192856376,R+1,0,ambiguous,16.1144241542851,282,161
microbial,K01424,L-asparaginase [EC:3.5.1.1],ORC,18.87230146686639,16.103524089574105,R+82,0,idiosyncratic,16.103524089574105,283,121
microbial,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51],ORC,15.802321750852377,13.388210302178162,R+1,0,concordant,16.065852362613793,284,122
microbial,K00652,8-amino-7-oxononanoate synthase [EC:2.3.1.47],NAC,21.341297311107375,20.01215404297968,R+1,0,ambiguous,16.009723234383745,285,162
microbial,K20340,"two-component system, LytTR family, response regulator AgrA2",ORC,18.439544696302956,16.005604021991488,R+82,0,idiosyncratic,16.005604021991488,286,123
microbial,K03740,D-alanine transfer protein,ORC,16.302805076222633,15.976054744848234,R+82,0,idiosyncratic,15.976054744848234,287,124
microbial,K16786,energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-],ORC,18.742195301819272,15.95331550520682,R+82,0,idiosyncratic,15.95331550520682,288,125
microbial,K12428,fatty acid CoA ligase FadD32,NAC,20.82139643710408,19.87851777332967,R+1,0,ambiguous,15.902814218663735,289,163
microbial,K02012,iron(III) transport system substrate-binding protein,ORC,17.35353194306152,15.878080922780821,R+1,0,idiosyncratic,15.878080922780821,290,126
microbial,K21838,artemisinic aldehyde Delta11(13)-reductase [EC:1.3.1.92],NAC,14.897908801355578,13.216048073901293,R+1,0,concordant,15.85925768868155,291,164
microbial,K16012,"ATP-binding cassette, subfamily C, bacterial CydC",ORC,22.46226825493999,19.72625139844185,R+1,0,ambiguous,15.78100111875348,292,127
microbial,K17899,"D-ornithine 4,5-aminomutase subunit alpha [EC:5.4.3.5]",NAC,19.66945331036343,19.66945331036343,R+1,0,ambiguous,15.735562648290745,293,165
microbial,K20849,"fructan beta-(2,6)-fructosidase [EC:3.2.1.154]",NAC,20.42013641259433,19.651454245661096,R+1,0,ambiguous,15.721163396528878,294,166
microbial,K06958,RNase adapter protein RapZ,NAC,20.40424649821124,19.63539068670251,R+1,0,ambiguous,15.70831254936201,295,167
microbial,K04771,serine protease Do [EC:3.4.21.107],ORC,18.404218979615116,15.682654660025522,R+82,0,idiosyncratic,15.682654660025522,296,128
microbial,K13686,galactan 5-O-arabinofuranosyltransferase [EC:2.4.2.46],NAC,20.680513358493563,19.59847837402954,R+1,0,ambiguous,15.678782699223632,297,168
microbial,K02881,large subunit ribosomal protein L18,ORC,17.20641469846142,15.644545361934929,R+82,0,idiosyncratic,15.644545361934929,298,129
microbial,K06896,maltose 6'-phosphate phosphatase [EC:3.1.3.90],ORC,14.713178552193138,13.007194415832608,R+1,0,concordant,15.608633298999129,299,130
microbial,K16414,methyltransferase,NAC,20.457592025199627,19.447310721705694,R+1,0,ambiguous,15.557848577364556,300,169
microbial,K19081,"two-component system, OmpR family, sensor histidine kinase BraS/BceS [EC:2.7.13.3]",ORC,16.77531500758876,15.543315360525671,R+82,0,idiosyncratic,15.543315360525671,301,131
microbial,K01471,6-aminohexanoate-cyclic-dimer hydrolase [EC:3.5.2.12],NAC,14.447825704144323,12.94591544756013,R+1,0,concordant,15.535098537072155,302,170
microbial,K06958,RNase adapter protein RapZ,ORC,16.006250416838757,15.512194840221197,R+82,0,idiosyncratic,15.512194840221197,303,132
microbial,K02314,replicative DNA helicase [EC:3.6.4.12],NAC,21.86541976080059,19.380709323245043,R+1,0,ambiguous,15.504567458596036,304,171
microbial,K22522,cytokinin riboside 5'-monophosphate phosphoribohydrolase [EC:3.2.2.-],NAC,22.659386509799397,19.340544261849995,R+1,0,ambiguous,15.472435409479997,305,172
microbial,K02025,multiple sugar transport system permease protein,ORC,17.007293747259638,15.462988825695902,R+1,0,idiosyncratic,15.462988825695902,306,133
microbial,K03303,lactate permease,ORC,13.849195192892331,12.883483985875468,R+1,0,concordant,15.46018078305056,307,134
